symbol,entry_ts,exit_ts,entry_px,exit_px,qty,gross_pnl,fees,net_pnl,exit_reason
BTCUSDT,1777903200,1777906800,78906.56487,80024.08557,0.00188416,2.10558241,0.149725,1.95585741,signal
ETHUSDT,1777903200,1777906800,2340.151835,2363.700677,0.06353053,1.49607053,0.14941913,1.34665139,signal
SOLUSDT,1777903200,1777906800,84.22526,84.794554,1.76514721,1.00488772,0.14917243,0.85571529,signal
ETHUSDT,1777908600,1777909500,2351.725306,2347.515534,0.06324441,-0.26624453,0.14860035,-0.41484488,signal
SOLUSDT,1777908600,1777909500,84.545356,84.424665,1.75920195,-0.21231984,0.1486262,-0.36094604,signal
BTCUSDT,1777908600,1777910400,79867.85317,79626.30494,0.00186226,-0.44982524,0.14850967,-0.59833491,signal
ETHUSDT,1777912200,1777913100,2359.047502,2354.073566,0.06303984,-0.31355612,0.1485572,-0.46211332,signal
ETHUSDT,1777917600,1777918500,2371.961375,2361.511334,0.0626937,-0.65515177,0.14837947,-0.80353124,signal
ETHUSDT,1777921200,1777922100,2361.718303,2355.803047,0.06296051,-0.37242754,0.14850878,-0.52093631,signal
BTCUSDT,1777924800,1777925700,80107.12493,79957.30561,0.0018561,-0.27808028,0.14854814,-0.42662841,signal
SOLUSDT,1777942800,1777943700,84.32529,84.264713,1.76315487,-0.10680663,0.14862514,-0.25543178,signal
ETHUSDT,1777942800,1777945500,2360.10782,2359.971796,0.06299698,-0.0085691,0.14867538,-0.15724448,signal
BTCUSDT,1777942800,1777949100,80184.048,80462.45402,0.00185424,0.51623264,0.14893889,0.36729375,signal
SOLUSDT,1777944600,1777949100,84.365302,84.424665,1.76227324,0.10461383,0.14872702,-0.04411319,signal
ETHUSDT,1777950900,1777952700,2376.422713,2379.855829,0.06256439,0.2147908,0.14878683,0.06600397,signal
ETHUSDT,1777956300,1777957200,2380.463925,2378.006384,0.06245859,-0.15349455,0.14860368,-0.30209823,signal
ETHUSDT,1777964400,1777967100,2380.774018,2378.896117,0.06244855,-0.1172722,0.14861726,-0.26588946,signal
ETHUSDT,1777972500,1777973400,2370.941069,2367.239615,0.06270586,-0.23210286,0.14855585,-0.38065872,signal
SOLUSDT,1777975200,1777979700,84.595371,84.784557,1.75737977,0.33247165,0.14883243,0.18363922,signal
ETHUSDT,1777977900,1777981500,2377.352992,2376.766756,0.06253387,-0.0366596,0.14864675,-0.18530635,signal
SOLUSDT,1777981500,1777986900,84.945476,85.644299,1.75013639,1.22303556,0.14927769,1.07375788,signal
SOLUSDT,1777988700,1777989600,85.615677,85.444359,1.73662442,-0.29751502,0.14853352,-0.44604854,signal
BTCUSDT,1777990500,1777991400,81389.60956,81162.94381,0.00182671,-0.41405363,0.14846856,-0.56252218,signal
SOLUSDT,1777990500,1777991400,85.575665,85.294404,1.73734519,-0.48864744,0.14843015,-0.63707759,signal
ETHUSDT,1777992300,1777994100,2378.123223,2381.635295,0.06251047,0.21954126,0.14876736,0.0707739,signal
SOLUSDT,1777992300,1777994100,85.455629,85.604311,1.739575,0.25864349,0.1487858,0.10985769,signal
SOLUSDT,1778010300,1778012100,86.495941,86.554026,1.71869684,0.09983051,0.14871022,-0.04887971,signal
ETHUSDT,1778021100,1778022900,2366.90986,2357.19263,0.06280745,-0.61031441,0.14835441,-0.75866882,signal
SOLUSDT,1778022000,1778022900,86.655989,86.264113,1.71550119,-0.67226374,0.14832232,-0.82058606,signal
SOLUSDT,1778023800,1778024700,86.355899,86.254116,1.7211883,-0.17518771,0.14854717,-0.32373488,signal
ETHUSDT,1778023800,1778026500,2359.167538,2355.453152,0.06300353,-0.23401942,0.14851887,-0.38253829,signal
BTCUSDT,1778028300,1778032800,81006.89478,81254.01648,0.00183472,0.45340008,0.14885198,0.3045481,signal
ETHUSDT,1778028300,1778032800,2363.848942,2368.929108,0.0628738,0.31940935,0.14878387,0.17062548,signal
SOLUSDT,1778028300,1778032800,86.375905,86.753966,1.72065409,0.65051221,0.14894831,0.5015639,signal
SOLUSDT,1778046300,1778047200,87.386208,87.223825,1.70095417,-0.27620604,0.14850183,-0.42470787,signal
SOLUSDT,1778051700,1778052600,87.796331,87.683687,1.69293594,-0.19069908,0.14853821,-0.33923729,signal
ETHUSDT,1778057100,1778058900,2387.285971,2387.423558,0.06225835,0.00856594,0.14863276,-0.14006682,signal
ETHUSDT,1778061600,1778062500,2410.172835,2406.917708,0.06166581,-0.20073004,0.1485249,-0.34925494,signal
SOLUSDT,1778060700,1778062500,89.446826,89.423165,1.66161709,-0.03931552,0.14860672,-0.18792224,signal
BTCUSDT,1778064300,1778067000,82283.37761,82440.66038,0.00180618,0.28408047,0.14876036,0.13532011,signal
BTCUSDT,1778074200,1778075100,81984.588,81654.79621,0.00181278,-0.59784127,0.14832143,-0.7461627,signal
SOLUSDT,1778074200,1778075100,88.686598,88.313498,1.67578006,-0.62523354,0.14830662,-0.77354016,signal
BTCUSDT,1778076900,1778078700,81626.58063,81435.76194,0.00182046,-0.34737692,0.14842386,-0.49580078,signal
ETHUSDT,1778076900,1778078700,2363.338789,2357.702477,0.06287564,-0.35438672,0.14841924,-0.50280596,signal
SOLUSDT,1778076900,1778078700,88.22646,88.333492,1.68424895,0.18026853,0.14868546,0.03158308,signal
BTCUSDT,1778083200,1778084100,81735.01315,81472.65087,0.00181786,-0.47693865,0.14834458,-0.62528323,signal
ETHUSDT,1778083200,1778084100,2363.258765,2350.324691,0.06287163,-0.81318632,0.14817534,-0.96136166,signal
SOLUSDT,1778083200,1778084100,89.046706,88.633402,1.66857174,-0.68962738,0.148236,-0.83786338,signal
SOLUSDT,1778085000,1778085900,89.216757,89.103261,1.66500872,-0.18897183,0.14845219,-0.33742402,signal
ETHUSDT,1778090400,1778091300,2348.984484,2344.456452,0.06323653,-0.28633701,0.14839845,-0.43473546,signal
ETHUSDT,1778092200,1778093100,2346.573761,2343.206827,0.06329824,-0.21312099,0.14842742,-0.36154841,signal
SOLUSDT,1778091300,1778094000,88.82664,88.903321,1.67219087,0.12822527,0.14859921,-0.02037394,signal
SOLUSDT,1778095800,1778098500,89.106724,89.393174,1.66687047,0.47747505,0.1487681,0.32870694,signal
ETHUSDT,1778100300,1778101200,2349.764718,2346.765759,0.06321241,-0.18957143,0.14843951,-0.33801095,signal
SOLUSDT,1778100300,1778103900,89.12673,89.403171,1.66653914,0.46069975,0.14876353,0.31193621,signal
SOLUSDT,1778111100,1778112000,89.136733,88.963303,1.66636023,-0.28899685,0.14838941,-0.43738626,signal
SOLUSDT,1778115600,1778116500,88.346496,88.133552,1.68119114,-0.35799957,0.14834835,-0.50634791,signal
ETHUSDT,1778116500,1778118300,2330.268871,2324.782356,0.06373781,-0.34969844,0.14835138,-0.49804983,signal
SOLUSDT,1778117400,1778118300,88.316487,88.243519,1.68166377,-0.12270764,0.14845728,-0.27116493,signal
ETHUSDT,1778123700,1778125500,2319.285577,2320.923514,0.06403188,0.10488018,0.14856065,-0.04368047,signal
SOLUSDT,1778124600,1778125500,87.946376,87.693684,1.68860964,-0.42669815,0.14829375,-0.5749919,signal
BTCUSDT,1778126400,1778127300,80911.66622,80849.7378,0.00183532,-0.11365857,0.1484421,-0.26210067,signal
ETHUSDT,1778126400,1778128200,2322.566561,2322.313097,0.06393695,-0.01620571,0.14848972,-0.16469543,signal
SOLUSDT,1778132700,1778133600,88.606574,88.323495,1.67586358,-0.47440179,0.14825533,-0.62265712,signal
ETHUSDT,1778136300,1778138100,2336.630779,2338.278306,0.06354537,0.10469272,0.14853442,-0.0438417,signal
SOLUSDT,1778134500,1778139900,88.446526,90.092964,1.67879053,2.76402453,0.1498652,2.61415933,signal
SOLUSDT,1778144400,1778145300,89.506844,89.203231,1.65933395,-0.50379536,0.14826985,-0.65206521,signal
ETHUSDT,1778162400,1778163300,2316.6948,2307.887426,0.06410511,-0.56459764,0.14822967,-0.7128273,signal
SOLUSDT,1778162400,1778163300,88.856649,88.453456,1.67135327,-0.67387794,0.14817391,-0.82205185,signal
ETHUSDT,1778166000,1778166900,2299.359601,2288.303303,0.06457839,-0.71399792,0.14813194,-0.86212987,signal
ETHUSDT,1778170500,1778171400,2296.718809,2292.821947,0.06464701,-0.25192049,0.14835005,-0.40027053,signal
SOLUSDT,1778170500,1778171400,88.636583,88.463453,1.67509724,-0.29000959,0.14832989,-0.43833948,signal
SOLUSDT,1778173200,1778174100,88.556559,88.143549,1.67648147,-0.69240361,0.14811723,-0.84052084,signal
ETHUSDT,1778175000,1778178600,2291.317189,2294.041581,0.06478842,0.17650906,0.14853908,0.02796998,signal
SOLUSDT,1778175900,1778178600,88.786628,88.553426,1.67198273,-0.38990972,0.14825475,-0.53816447,signal
ETHUSDT,1778179500,1778180400,2297.899163,2293.791656,0.06459951,-0.26534296,0.1483105,-0.41365345,signal
ETHUSDT,1778183100,1778184900,2295.318389,2292.961905,0.06466944,-0.15239251,0.14836077,-0.30075328,signal
BTCUSDT,1778191200,1778193000,79820.9391,79778.95913,0.00185957,-0.0780646,0.14839342,-0.22645802,signal
SOLUSDT,1778196600,1778199300,88.366502,88.363483,1.67969822,-0.00507101,0.14842652,-0.15349753,signal
BTCUSDT,1778209200,1778211900,79486.33875,79516.03803,0.00186732,0.05545818,0.14845448,-0.0929963,signal
SOLUSDT,1778217300,1778219100,88.256469,87.983597,1.68175048,-0.45890262,0.14819591,-0.60709852,signal
ETHUSDT,1778220000,1778220900,2276.022602,2274.127557,0.0652086,-0.12357324,0.14835447,-0.2719277,signal
SOLUSDT,1778220000,1778221800,88.086418,87.983597,1.68488108,-0.17324116,0.14832852,-0.32156968,signal
ETHUSDT,1778221800,1778222700,2276.742818,2271.628307,0.06518569,-0.33339295,0.14824436,-0.48163731,signal
SOLUSDT,1778224500,1778229900,87.796331,88.303501,1.69027707,0.85725782,0.14882875,0.70842907,signal
ETHUSDT,1778230800,1778232600,2287.956181,2283.804653,0.06486608,-0.26929335,0.14827611,-0.41756946,signal
SOLUSDT,1778230800,1778232600,88.536553,88.383477,1.67625273,-0.25659406,0.14828134,-0.40487541,signal
SOLUSDT,1778243400,1778244300,88.696601,88.383477,1.67310149,-0.52388823,0.14813647,-0.6720247,signal
BTCUSDT,1778250600,1778251500,80209.95577,80066.87273,0.00185,-0.26470348,0.14825598,-0.41295946,signal
ETHUSDT,1778250600,1778251500,2287.666094,2283.204833,0.06486402,-0.28937533,0.14824253,-0.43761786,signal
SOLUSDT,1778250600,1778251500,89.186748,89.053276,1.66376858,-0.22206652,0.14827508,-0.3703416,signal
ETHUSDT,1778257800,1778258700,2290.58697,2288.203333,0.0647738,-0.15439723,0.14829282,-0.30269005,signal
SOLUSDT,1778257800,1778258700,89.676895,89.523135,1.65448311,-0.25439332,0.14824171,-0.40263504,signal
ETHUSDT,1778265000,1778265900,2319.19555,2313.955605,0.06396974,-0.3351979,0.14819073,-0.48338863,signal
ETHUSDT,1778266800,1778267700,2318.425319,2313.345788,0.06398786,-0.32502833,0.14818856,-0.47321689,signal
SOLUSDT,1778260500,1778268600,90.277075,92.392274,1.64337891,3.47607343,0.15009748,3.32597595,signal
SOLUSDT,1778271300,1778272200,92.457729,92.27231,1.60500353,-0.29759815,0.14824618,-0.44584433,signal
ETHUSDT,1778276700,1778278500,2313.923969,2311.60631,0.06412842,-0.14862782,0.14831398,-0.2969418,signal
SOLUSDT,1778284800,1778289300,92.047606,92.412268,1.61203367,0.58784742,0.14867776,0.43916966,signal
SOLUSDT,1778291100,1778292000,93.72811,93.491944,1.58320089,-0.37389822,0.14820348,-0.5221017,signal
SOLUSDT,1778325300,1778326200,93.638083,93.491944,1.5846394,-0.23157762,0.14826681,-0.37984443,signal
ETHUSDT,1778328900,1778329800,2316.854848,2313.735671,0.06404238,-0.19975952,0.14827702,-0.34803654,signal
SOLUSDT,1778328900,1778329800,93.608074,93.27201,1.58507465,-0.53268653,0.14810944,-0.68079597,signal
SOLUSDT,1778333400,1778335200,93.237963,93.17204,1.59121308,-0.10489754,0.14830902,-0.25320656,signal
ETHUSDT,1778337000,1778337900,2308.442325,2306.797753,0.06426744,-0.10569242,0.14830482,-0.25399725,signal
SOLUSDT,1778342400,1778344200,93.037903,92.662193,1.5945529,-0.59908947,0.14805431,-0.74714378,signal
ETHUSDT,1778346900,1778347800,2331.629279,2329.720874,0.06362189,-0.12141632,0.14828194,-0.26969827,signal
SOLUSDT,1778355000,1778356800,93.398011,93.242019,1.58824159,-0.24775298,0.14821473,-0.39596771,signal
SOLUSDT,1778363100,1778364000,93.458029,93.292004,1.58715808,-0.26350792,0.14820091,-0.41170883,signal
BTCUSDT,1778365800,1778366700,80810.73595,80740.47059,0.00183548,-0.12897066,0.148262,-0.27723267,signal
ETHUSDT,1778365800,1778366700,2332.559558,2327.841438,0.06358911,-0.30002103,0.14817537,-0.4481964,signal
SOLUSDT,1778365800,1778366700,93.438023,93.232022,1.587408,-0.32700764,0.14816076,-0.4751684,signal
SOLUSDT,1778371200,1778373000,93.157939,93.012088,1.59201119,-0.23219642,0.14819238,-0.38038881,signal
SOLUSDT,1778404500,1778407200,94.488338,93.741869,1.56953523,-1.17160939,0.14771697,-1.31932636,signal
SOLUSDT,1778409900,1778410800,93.838143,93.721875,1.58019949,-0.18372663,0.14819112,-0.33191776,signal
ETHUSDT,1778424300,1778426100,2330.699,2332.20013,0.06361954,0.09550121,0.14832576,-0.05282455,signal
SOLUSDT,1778426100,1778427900,94.338293,94.461653,1.57176062,0.19389239,0.14837416,0.04551823,signal
BTCUSDT,1778432400,1778433300,81392.01028,81332.5929,0.00182177,-0.10824507,0.14822377,-0.25646885,signal
ETHUSDT,1778434200,1778436900,2355.696497,2360.321691,0.06294276,0.2911225,0.14841961,0.14270289,signal
SOLUSDT,1778436000,1778436900,96.638983,96.551026,1.53429737,-0.13495219,0.14820546,-0.28315766,signal
BTCUSDT,1778442300,1778443200,81421.81922,81146.84864,0.00182103,-0.50073092,0.14802158,-0.64875249,signal
ETHUSDT,1778442300,1778443200,2365.239359,2356.672786,0.06268745,-0.53701664,0.14800232,-0.68501896,signal
BTCUSDT,1778444100,1778445000,81203.65379,80882.52796,0.00182568,-0.5862732,0.1479588,-0.734232,signal
ETHUSDT,1778448600,1778449500,2333.809933,2329.301,0.06351885,-0.28640224,0.14809772,-0.43449996,signal
SOLUSDT,1778448600,1778449500,95.338593,95.031482,1.55487727,-0.47751991,0.14800105,-0.62552096,signal
BTCUSDT,1778451300,1778454900,81445.12621,82190.43547,0.00181992,1.35640595,0.14890211,1.20750383,signal
ETHUSDT,1778451300,1778454900,2353.145732,2371.128448,0.06298921,1.13271714,0.14878916,0.98392798,signal
SOLUSDT,1778450400,1778456700,95.488638,96.321095,1.55227916,1.29220565,0.14887113,1.14333453,signal
ETHUSDT,1778461200,1778463000,2354.7062,2356.552822,0.06296966,0.11628116,0.14833318,-0.03205203,signal
SOLUSDT,1778461200,1778463000,95.878755,95.921215,1.54647327,0.06566326,0.14830676,-0.08264351,signal
SOLUSDT,1778463900,1778464800,96.038803,95.711278,1.54388975,-0.50566249,0.14802049,-0.65368298,signal
SOLUSDT,1778470200,1778471100,94.82844,94.691584,1.56348039,-0.21397167,0.14815542,-0.36212709,signal
ETHUSDT,1778470200,1778472000,2328.788427,2326.70178,0.06366552,-0.13284746,0.14819709,-0.28104455,signal
ETHUSDT,1778480100,1778481000,2339.7017,2331.70028,0.06336443,-0.50700544,0.14800037,-0.65500581,signal
SOLUSDT,1778480100,1778481000,95.958779,95.491344,1.54496296,-0.72216976,0.14789167,-0.87006143,signal
ETHUSDT,1778481900,1778482800,2333.889957,2329.80085,0.06351242,-0.25970907,0.14810114,-0.40781021,signal
SOLUSDT,1778488200,1778489100,94.908464,94.711578,1.56176669,-0.30749,0.14807113,-0.45556113,signal
SOLUSDT,1778490900,1778491800,95.22856,95.091464,1.5564453,-0.21338242,0.14811135,-0.36149378,signal
SOLUSDT,1778493600,1778495400,95.358599,95.151446,1.55426594,-0.32197085,0.14805164,-0.47002249,signal
ETHUSDT,1778499900,1778500800,2335.160338,2328.281306,0.06346698,-0.43659138,0.14798728,-0.58457865,signal
ETHUSDT,1778506200,1778507100,2327.89816,2320.60361,0.06366121,-0.46437985,0.14796461,-0.61234446,signal
SOLUSDT,1778506200,1778507100,95.338593,95.131452,1.5544145,-0.32198297,0.1480347,-0.47001767,signal
SOLUSDT,1778508000,1778508900,95.678695,94.781557,1.54873107,-1.38942549,0.14748585,-1.53691135,signal
BTCUSDT,1778511600,1778513400,80922.16937,81170.04168,0.00183084,0.45381377,0.1483822,0.30543157,signal
ETHUSDT,1778510700,1778513400,2316.734812,2326.051975,0.063951,0.59584191,0.14845543,0.44738648,signal
SOLUSDT,1778510700,1778513400,95.148536,95.941209,1.55710649,1.23427627,0.14877354,1.08550273,signal
ETHUSDT,1778515200,1778516100,2337.581064,2334.459452,0.06339202,-0.19788528,0.14808503,-0.34597031,signal
SOLUSDT,1778514300,1778516100,96.759019,97.320795,1.53148606,0.86035211,0.14861526,0.71173685,signal
BTCUSDT,1778516100,1778517000,81737.01375,81630.40353,0.00181292,-0.19327606,0.14808623,-0.34136229,signal
SOLUSDT,1778520600,1778521500,97.809334,97.700681,1.51503274,-0.16461285,0.14810204,-0.31271489,signal
BTCUSDT,1778518800,1778524200,81590.26974,81895.424,0.00181621,0.55422568,0.14846257,0.40576311,signal
ETHUSDT,1778523300,1778524200,2341.182144,2337.888423,0.06329266,-0.20846837,0.14807542,-0.35654379,signal
SOLUSDT,1778523300,1778524200,97.589268,97.380777,1.51838972,-0.31657059,0.14802026,-0.46459085,signal
ETHUSDT,1778526000,1778526900,2338.141232,2335.349185,0.06337279,-0.17693981,0.14808606,-0.32502587,signal
SOLUSDT,1778526000,1778528700,97.439223,98.010588,1.52067533,0.86886066,0.14860785,0.72025281,signal
BTCUSDT,1778535000,1778537700,81679.29644,81672.99075,0.00181417,-0.01143962,0.14817474,-0.15961436,signal
SOLUSDT,1778539500,1778540400,97.619277,97.400771,1.5179181,-0.33167421,0.14801223,-0.47968644,signal
ETHUSDT,1778550300,1778552100,2311.19315,2312.945908,0.06411012,0.11236953,0.14822706,-0.03585753,signal
ETHUSDT,1778563800,1778564700,2312.283477,2308.317297,0.06407966,-0.25415146,0.14804326,-0.40219472,signal
BTCUSDT,1778569200,1778570100,81064.21197,80983.6976,0.00182774,-0.14715933,0.14809072,-0.29525006,signal
SOLUSDT,1778569200,1778570100,96.208854,96.011188,1.54001616,-0.30440884,0.14801099,-0.45241982,signal
ETHUSDT,1778573700,1778575500,2287.28598,2286.233924,0.06477244,-0.06814423,0.14811901,-0.21626325,signal
SOLUSDT,1778573700,1778576400,95.638683,95.331392,1.54908005,-0.47601836,0.14791397,-0.62393232,signal
SOLUSDT,1778586300,1778588100,94.958479,94.801551,1.56004365,-0.24481453,0.14801697,-0.3928315,signal
ETHUSDT,1778584500,1778589000,2283.734915,2286.583819,0.06486764,0.18480167,0.14823288,0.03656878,signal
BTCUSDT,1778589000,1778589900,80874.55509,80825.84497,0.00183165,-0.08921965,0.14808887,-0.23730852,signal
SOLUSDT,1778589000,1778589900,95.378605,95.131452,1.55311591,-0.38385726,0.1479421,-0.53179936,signal
BTCUSDT,1778592600,1778593500,80716.30763,80548.8281,0.00183511,-0.30734398,0.14796993,-0.45531391,signal
SOLUSDT,1778592600,1778593500,95.138533,94.621605,1.55691377,-0.80481232,0.14772009,-0.95253241,signal
BTCUSDT,1778596200,1778597100,80787.02884,80478.14931,0.00183325,-0.56625212,0.14781936,-0.71407148,signal
ETHUSDT,1778596200,1778597100,2279.503646,2267.289609,0.06497089,-0.79355682,0.1477046,-0.94126142,signal
SOLUSDT,1778596200,1778597100,95.0285,94.47165,1.5584826,-0.86784104,0.14766634,-1.01550738,signal
SOLUSDT,1778598000,1778598900,94.62838,93.77186,1.56467249,-1.34017328,0.14739234,-1.48756562,signal
ETHUSDT,1778599800,1778600700,2263.288783,2261.461358,0.06540929,-0.11953057,0.14798034,-0.26751091,signal
ETHUSDT,1778602500,1778603400,2268.6804,2262.041184,0.06525207,-0.4332226,0.14781949,-0.58104209,signal
SOLUSDT,1778602500,1778603400,94.158239,94.001791,1.57219366,-0.24596655,0.147912,-0.39387856,signal
ETHUSDT,1778604300,1778607900,2263.798936,2275.007293,0.06538632,0.73287317,0.14838791,0.58448526,signal
BTCUSDT,1778622300,1778625000,80574.06497,80582.01814,0.00183719,0.01461152,0.14803755,-0.13342602,signal
